layer_id	Themekey thesaurus	placekey value
fgdc4245	GNIS	California
fgdc4249	None	Fujian Province
fgdc4251	GNIS	Oklahoma
fgdc4256	GNIS	Illinois
fgdc4258	GNIS	New Hampshire
fgdc4259	GNIS	Missouri
fgdc4260	GNIS	Iowa
fgdc4265	GNIS	South Carolina
fgdc4266	GNIS	Montana
fgdc4267	GNIS	Oregon
fgdc4269	GNIS	Iowa
fgdc4271	GNIS	Oregon
fgdc4273	GNIS	Minnesota
fgdc4274	GNS	United States
fgdc4275	GNIS	Michigan
fgdc4276	GNIS	South Dakota
fgdc4277	GNIS	Rhode Island
fgdc4278	GNIS	Washington (State)
fgdc4279	LCSH	Europe
fgdc4280	GNIS	Hawaii
fgdc4282	GNS (NIMA)	India
fgdc4285	GNIS	Massachusetts
fgdc4286	None	Guizhou Province
fgdc4288	GNIS	Massachusetts
fgdc4297	GNIS	Ohio
fgdc4299	GNIS	American Samoa
fgdc4301	GNIS	Alaska
fgdc4302	GNIS	Montana
fgdc4303	GNIS	Alabama
fgdc4304	GNIS	Massachusetts
fgdc4306	LCSH	Europe
fgdc4308	GNIS	Alabama
fgdc4309	None	World
fgdc4310	LCSH	East (U.S.)
fgdc4311	GNIS	New Hampshire
fgdc4312	GNIS	Minnesota
fgdc4314	GNIS	Florida
fgdc4315	GNIS	Washington (State)
fgdc4317	GNIS	Montana
fgdc4318	GNIS	Michigan
fgdc4319	GNIS	Idaho
fgdc4320	GNIS	Virginia
fgdc4322	GNIS	Georgia
fgdc4323	LCSH	Europe
fgdc4325	GNS	Cape Verde
fgdc4327	GNIS	Montana
fgdc4328	GNIS	Kentucky
fgdc4330	GNIS	Oklahoma
fgdc4331	GNIS	Nevada
fgdc4335	GNIS	New York
fgdc4336	GNIS	Colorado
fgdc4337	GNIS	New York
fgdc4337	LCSH	New York (State)
fgdc4338	GNIS	Alaska
fgdc4339	GNIS	Oklahoma
fgdc4340	GNIS	Mississippi
fgdc4342	GNIS	Arizona
fgdc4345	GNIS	Vermont
fgdc4349	GNIS	Maine
fgdc4350	GNIS	Arkansas
fgdc4351	GNIS	Kentucky
fgdc4352	LCSH	Europe
fgdc4354	GNIS	Rhode Island
fgdc4357	GNIS	Indiana
fgdc4361	GNIS	Washington (State)
fgdc4366	GNIS	Massachusetts
fgdc4367	LCSH	Canada
fgdc4372	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4373	GNIS	Alabama
fgdc4374	GNIS	Massachusetts
fgdc4376	GNIS	New York
fgdc4377	LCSH	Canada
fgdc4378	LCSH	United States
fgdc4380	GNIS	West Virginia
fgdc4381	LCSH	South America
fgdc4388	GNS (NIMA)	India
fgdc4390	GNIS	Colorado
fgdc4391	GNIS	Vermont
fgdc4393	GNS	United States
fgdc4395	GNIS	Vermont
fgdc4396	GNIS	Tennessee
fgdc4398	GNIS	Montana
fgdc4399	None	Germany
fgdc4400	GNIS	Georgia
fgdc4401	GNIS	Michigan
fgdc4402	GNIS	Minnesota
fgdc4403	LCSH	Mexico
fgdc4405	GNIS	Georgia
fgdc4406	LCSH	United States
fgdc4410	GNIS	Alabama
fgdc4413	LCSH	United States
fgdc4418	GNIS	Montana
fgdc4419	GNIS	Alabama
fgdc4420	GNS	Maldive Islands
fgdc4422	GNIS	Arizona
fgdc4424	LCSH	Europe
fgdc4425	GNIS	New Mexico
fgdc4426	GNIS	Montana
fgdc4427	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4429	GNIS	North Dakota
fgdc4431	GNIS	Massachusetts
fgdc4432	GNIS	Washington (State)
fgdc4433	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4435	GNIS	Kansas
fgdc4439	GNIS	Maine
fgdc4442	LCSH	Europe
fgdc4443	GNIS	North Dakota
fgdc4444	GNIS	North Carolina
fgdc4447	None	Canada
fgdc4448	None	Hubei Province
fgdc4449	GNIS	Colorado
fgdc4451	GNIS	Nevada
fgdc4457	GNIS	New Mexico
fgdc4459	GNIS	North Dakota
fgdc4460	GNS	Israel
fgdc4461	LCSH	East Asia
fgdc4464	GNIS	New Jersey
fgdc4466	GNIS	Massachusetts
fgdc4467	GNIS	Hawaii
fgdc4468	GNS	China
fgdc4469	GNIS	South Dakota
fgdc4470	GNIS	Alaska
fgdc4471	GNIS	South Dakota
fgdc4474	GNS	Uganda
fgdc4475	GNIS	New York (State)
fgdc4477	GNIS	District of Columbia
fgdc4477	LCSH	Washington (D.C.)
fgdc4479	GNIS	Alabama
fgdc4483	GNIS	Missouri
fgdc4485	GNIS	Montana
fgdc4486	GNIS	China
fgdc4486	None	Taihu
fgdc4491	GNIS	Minnesota
fgdc4492	GNIS	South Dakota
fgdc4494	GNIS	Pennsylvania
fgdc4495	None	Y??an-ling
fgdc4496	LCSH	United States
fgdc4497	GNIS	Arkansas
		Boston
fgdc4501	GNS	Eritrea
fgdc4502	LCSH	United States
fgdc4504	GNIS	Minnesota
fgdc4505	GNIS	North Carolina
fgdc4511	GNIS	New Jersey
fgdc4512	GNIS	Idaho
fgdc4513	GNS	Madagascar
fgdc4514	GNIS	California
fgdc4515	GNIS	North Dakota
fgdc4516	GNIS	Missouri
fgdc4517	GNIS	Arizona
fgdc4521	GNIS	New Jersey
fgdc4522	LCSH	United States
fgdc4523	GNIS	North Carolina
fgdc4525	GNS	Burkina Faso
fgdc4526	GNIS	Maine
fgdc4528	GNIS	Florida
fgdc4532	None	Mexico
fgdc4537	GNIS	Louisiana
fgdc4541	GNIS	Utah
fgdc4542	LCSH	Africa
fgdc4543	GNIS	Michigan
fgdc4544	LCSH	Europe
fgdc4547	GNIS	Oregon
fgdc4548	GNIS	Maine
fgdc4550	GNIS	Tennessee
fgdc4551	GNIS	Idaho
fgdc4553	GNIS	Nevada
fgdc4556	GNIS	Kentucky
fgdc4560	GNIS	West Virginia
fgdc4564	LCSH	United States
fgdc4565	LCSH	United States
fgdc4569	GNIS	West Virginia
fgdc4571	GNIS	Virginia
fgdc4573	GNIS	Guam
fgdc4578	None	Hebei Province
fgdc4579	GNIS	Arkansas
fgdc4581	GNIS	Arizona
fgdc4584	GNIS	Wisconsin
fgdc4587	LCSH	Fort Wagner (S.C.)
fgdc4591	None	Mexico
fgdc4592	GNIS	Arkansas
fgdc4593	LCSH	Europe
fgdc4594	GNIS	Indiana
fgdc4597	GNIS	Oregon
fgdc4599	GNIS	Florida
fgdc4600	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4602	GNIS	Minnesota
fgdc4603	GNIS	Wisconsin
fgdc4606	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4607	GNS (NGA)	China
fgdc4608	GNIS	Idaho
fgdc4612	GNIS	Oklahoma
fgdc4614	GNIS	Arizona
fgdc4615	GNIS	Michigan
fgdc4616	LCSH	Europe
fgdc4617	GNIS	Hawaii
fgdc4618	GNIS	Idaho
fgdc4619	GNIS	Guam
fgdc4621	GNIS	New Jersey
fgdc4622	GNIS	Puerto Rico
fgdc4623	LCSH	"Africa, Central"
fgdc4625	GNIS	Texas
fgdc4630	GNIS	Arizona
fgdc4631	None	Shandong Province
fgdc4632	LCSH	Europe
fgdc4633	GNS	Israel
fgdc4634	world-wide	Global
fgdc4635	GNIS	American Samoa
fgdc4638	GNIS	Texas
fgdc4640	GNIS	Pennsylvania
fgdc4642	GNIS	Ohio
fgdc4644	GNIS	Delaware
fgdc4645	GNIS	Oklahoma
fgdc4646	GNIS	Idaho
fgdc4648	GNIS	Massachusetts
fgdc4650	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4654	LCSH	Europe
fgdc4655	GNIS	North Carolina
fgdc4657	GNIS	North Dakota
fgdc4662	GNIS	New Mexico
fgdc4663	GNIS	Maine
fgdc4664	GNIS	Massachusetts
fgdc4666	GNIS	Rhode Island
fgdc4667	GNIS	Tennessee
fgdc4669	GNIS	Tennessee
fgdc4671	GNIS	New Jersey
fgdc4674	GNIS	Arkansas
fgdc4675	GNIS	New Mexico
fgdc4676	GNS	Somalia
fgdc4677	None	World
fgdc4678	GNIS	Virgin Islands
fgdc4678	LCSH	United States
fgdc4681	GNIS	Maryland
fgdc4683	GNIS	Delaware
fgdc4685	None	Guizhou Province
fgdc4686	GNIS	Kentucky
fgdc4687	LCSH	Africa
fgdc4692	GNS	Eritrea
fgdc4694	GNIS	Alabama
fgdc4695	GNIS	Minnesota
fgdc4698	LCSH	East Asia
fgdc4699	GNIS	Arizona
fgdc4700	GNIS	Missouri
fgdc4702	GNIS	Georgia
fgdc4703	GNIS	New Jersey
fgdc4705	LCSH	Europe
fgdc4707	GNIS	Alaska
fgdc4709	GNIS	Wyoming
fgdc4710	GNIS	Rhode Island
fgdc4711	GNIS	West Virginia
fgdc4713	GNIS	California
fgdc4715	None	Jiangsu Province
fgdc4716	GNIS	West Virginia
fgdc4717	LCSH	Africa
fgdc4720	GNIS	Rhode Island
fgdc4721	LCSH	Europe
fgdc4722	GNIS	Colorado
fgdc4723	GNIS	Missouri
fgdc4730	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4731	GNIS	California
fgdc4732	GNS	Maldives
fgdc4737	GNIS	Ohio
fgdc4738	GNIS	West Virginia
fgdc4744	GNIS	New Jersey
fgdc4745	GNIS	Maryland
fgdc4746	GNIS	Florida
fgdc4747	GNIS	Northern Mariana Islands
fgdc4748	GNIS	Connecticut
fgdc4749	LCSH	New England
fgdc4751	GNIS	Alabama
fgdc4752	GNIS	Missouri
fgdc4754	GNIS	District of Columbia
fgdc4754	GNIS	District of Columbia
fgdc4754	LCSH	Washington (D.C.)
fgdc4755	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4756	GNIS	Puerto Rico
fgdc4757	LCSH	Europe
fgdc4758	GNIS	Colorado
fgdc4760	GNIS	Iowa
fgdc4762	GNIS	Georgia
fgdc4763	GNIS	Alabama
fgdc4764	GNS	United States
fgdc4765	GNIS	South Carolina
fgdc4768	GNIS	Maryland
fgdc4770	GNIS	North Dakota
fgdc4771	GNIS	North Dakota
fgdc4772	GNIS	Massachusetts
fgdc4773	GNIS	Indiana
fgdc4775	GNS	Uganda
fgdc4777	GNIS	Louisiana
fgdc4780	GNS	Tanzania
fgdc4781	GNIS	Nebraska
fgdc4782	GNIS	Vermont
fgdc4784	GNIS	Arkansas
fgdc4787	GNIS	West Virginia
fgdc4788	GNIS	California
fgdc4789	GNIS	Oklahoma
fgdc4790	GNIS	Arkansas
fgdc4791	LCSH	Europe
fgdc4795	GNIS	District of Columbia
fgdc4795	LCSH	Washington (D.C.)
fgdc4796	GNIS	Maryland
fgdc4798	GNIS	Massachusetts
fgdc4799	LCSH	United States
fgdc4805	GNIS	Kentucky
fgdc4808	GNIS	Nevada
fgdc4810	LCSH	United States
fgdc4811	LCSH	"Africa, North"
fgdc4813	GNIS	Arkansas
fgdc4814	GNS	Israel
fgdc4816	GNIS	Idaho
fgdc4818	GNIS	New Jersey
fgdc4819	GNIS	Washington (State)
fgdc4820	GNIS	Ohio
fgdc4822	GNIS	Illinois
fgdc4823	GNIS	Missouri
fgdc4824	LCSH	Europe
fgdc4826	GNIS	Indiana
fgdc4827	GNIS	American Samoa
fgdc4828	GNIS	Mississippi
fgdc4831	GNIS	Vermont
fgdc4832	None	World
fgdc4833	GNS	Israel
fgdc4834	GNIS	Minnesota
fgdc4835	GNIS	American Samoa
fgdc4837	GNIS	Connecticut
fgdc4838	GNS	Somalia
fgdc4841	GNIS	California
fgdc4842	LCSH	Europe
fgdc4845	GNIS	Michigan
fgdc4847	LCSH	South America
fgdc4849	GNIS	New York
fgdc4849	LCSH	New York (State)
fgdc4850	GNIS	North Dakota
fgdc4852	GNIS	Rhode Island
fgdc4856	GNIS	Colorado
fgdc4864	GNS	United States
fgdc4865	None	United States
fgdc4866	GNIS	Arizona
fgdc4867	GNIS	Louisiana
fgdc4868	GNIS	Illinois
fgdc4869	GNIS	Guam
fgdc4870	GNIS	Connecticut
fgdc4871	GNIS	South Dakota
fgdc4872	GNIS	California
fgdc4876	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4877	GNIS	Rhode Island
fgdc4879	GNIS	Ohio
fgdc4880	GNIS	South Dakota
fgdc4881	GNIS	Arizona
fgdc4882	GNIS	New York
fgdc4884	GNIS	Missouri
fgdc4885	GNIS	Wisconsin
fgdc4887	GNIS	Wisconsin
fgdc4888	GNIS	North Dakota
fgdc4890	GNIS	Ohio
fgdc4892	GNIS	Wisconsin
fgdc4893	GNIS	Florida
fgdc4897	GNIS	Montana
fgdc4898	LCSH	United States
fgdc4899	LCSH	New England
fgdc4900	GNIS	Georgia
fgdc4901	GNIS	Florida
fgdc4902	GNIS	Alabama
fgdc4903	GNIS	Connecticut
fgdc4904	GNIS	Washington (State)
fgdc4905	GNIS	California
fgdc4906	GNIS	Idaho
fgdc4910	GNIS	Wyoming
fgdc4911	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4912	GNIS	Connecticut
fgdc4915	GNIS	Nevada
fgdc4917	GNIS	Colorado
fgdc4919	GNIS	Northern Mariana Islands
fgdc4920	GNIS	South Carolina
fgdc4922	GNIS	Wyoming
fgdc4925	GNIS	Massachusetts
fgdc4926	GNIS	Missouri
fgdc4928	GNIS	Oklahoma
fgdc4930	GNIS	Georgia
fgdc4932	GNIS	Kentucky
fgdc4933	GNIS	Indiana
fgdc4935	GNIS	American Samoa
fgdc4936	GNIS	Oregon
fgdc4937	GNIS	Illinois
fgdc4941	GNS	Madagascar
fgdc4942	GNIS	Florida
fgdc4943	GNIS	South Dakota
fgdc4945	GNS (NGA)	China
fgdc4946	GNIS	Maryland
fgdc4947	GNIS	Tennessee
fgdc4949	GNS	North Sea
fgdc4950	GNIS	Minnesota
fgdc4952	GNIS	"UA Census Zip Code Tabulation Areas, 2000 - Mississippi"
fgdc4954	GNIS	Alabama
fgdc4955	GNIS	Washington (State)
fgdc4956	LCSH	United States
fgdc4957	None	Canada
fgdc4960	GNIS	California
fgdc4961	GNIS	Mississippi
fgdc4963	LCSH	Europe
fgdc4966	GNIS	Arizona
fgdc4968	GNIS	Rhode Island
fgdc4971	GNIS	Nebraska
fgdc4972	GNIS	Kansas
fgdc4973	GNIS	Colorado
fgdc4975	GNIS	California
fgdc4976	GNIS	Tennessee
fgdc4978	GNIS	Delaware
fgdc4979	GNIS	Indiana
fgdc4981	GNIS	Texas
fgdc4986	GNIS	Louisiana
fgdc4987	LCSH	United States
fgdc4988	GNIS	Louisiana
fgdc4989	GNIS	New York (State)
fgdc4990	GNIS	New York
fgdc4990	LCSH	New York (State)
fgdc4991	GNIS	Virginia
fgdc4993	GNIS	Iowa
fgdc4995	GNIS	North Dakota
fgdc4997	GNIS	South Carolina
fgdc5000	GNIS	Arkansas
fgdc5002	GNIS	Michigan
fgdc5003	LCSH	Puerto Rico
fgdc5003	LCSH	United States
fgdc5004	GNS (NGA)	China
fgdc5005	GNS	Israel
fgdc5008	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5009	GNIS	Illinois
fgdc5012	GNIS	Arizona
fgdc5013	GNIS	Texas
fgdc5014	GNIS	California
fgdc5015	GNIS	North Dakota
fgdc5016	GNIS	West Virginia
fgdc5017	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5018	GNIS	Pennsylvania
fgdc5020	GNIS	Mississippi
fgdc5022	GNIS	Connecticut
fgdc5023	GNIS	Montana
fgdc5024	GNIS	Washington (State)
fgdc5026	LCSH	Europe
fgdc5030	GNIS	Missouri
fgdc5033	GNIS	Ohio
fgdc5034	GNIS	Oregon
fgdc5036	LCSH	New England
fgdc5037	GNIS	Vermont
fgdc5040	LCSH	Balkan Peninsula
fgdc5041	GNS	Ireland
fgdc5045	GNIS	Mississippi
fgdc5048	GNIS	Washington (State)
fgdc5049	GNIS	Idaho
fgdc5050	GNIS	Hawaii
fgdc5051	GNIS	Mississippi
fgdc5053	GNIS	Illinois
fgdc5055	GNIS	Texas
fgdc5056	LCSH	Mexico
fgdc5059	GNIS	Michigan
fgdc5060	GNIS	Virginia
fgdc5061	GNIS	South Carolina
fgdc5068	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Nan-ning
fgdc5070	GNIS	Ohio
fgdc5073	GNIS	Missouri
fgdc5076	GNIS	Wisconsin
fgdc5077	GNIS	Kentucky
fgdc5080	LCSH	United States
fgdc5083	GNIS	New York (State)
fgdc5085	GNIS	South Dakota
fgdc5088	GNIS	California
fgdc5089	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Weixian
fgdc5089	None	Shandong Province
fgdc5090	GNIS	Wisconsin
fgdc5091	GNIS	Washington (State)
fgdc5092	GNIS	Oregon
fgdc5093	GNS (NIMA)	India
fgdc5094	GNIS	New York (State)
fgdc5096	GNIS	Maryland
fgdc5097	GNIS	Massachusetts
fgdc5100	GNIS	Illinois
fgdc5101	GNIS	Maine
fgdc5103	GNIS	Texas
fgdc5104	GNIS	Rhode Island
fgdc5105	GNIS	Oklahoma
fgdc5107	GNIS	Texas
fgdc5108	GNIS	New Hampshire
fgdc5110	GNIS	Massachusetts
fgdc5111	LCSH	Europe
fgdc5113	GNIS	Georgia
fgdc5114	GNIS	Ohio
fgdc5115	GNIS	Kansas
fgdc5116	GNIS	Maine
fgdc5118	LCSH	Canada
fgdc5119	GNIS	South Carolina
fgdc5120	GNIS	Indiana
fgdc5121	GNIS	Minnesota
fgdc5122	GNIS	Iowa
fgdc5124	GNIS	Ohio
fgdc5127	GNS	Tunisia
fgdc5128	GNIS	Missouri
fgdc5129	GNIS	Utah
fgdc5130	GNIS	North Carolina
fgdc5131	GNIS	District of Columbia
fgdc5131	LCSH	Washington (D.C.)
fgdc5132	GNIS	New Jersey
fgdc5133	GNIS	Oregon
fgdc5139	GNIS	Virginia
fgdc5141	GNIS	Tennessee
fgdc5142	LCSH	Europe
fgdc5143	GNIS	Iowa
fgdc5144	GNIS	West Virginia
fgdc5145	GNS (NIMA)	India
fgdc5147	GNIS	Ohio
fgdc5148	GNIS	Hawaii
fgdc5150	GNIS	Missouri
fgdc5151	GNIS	New Mexico
fgdc5152	GNIS	Guam
fgdc5155	GNIS	South Carolina
fgdc5156	GNS	Sudan
fgdc5157	GNIS	Illinois
fgdc5159	LCSH	United States
fgdc5160	GNIS	Northern Mariana Islands
fgdc5163	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5164	GNIS	Delaware
fgdc5165	GNIS	Hawaii
fgdc5166	LCSH	Europe
fgdc5167	GNIS	California
fgdc5168	GNIS	Michigan
fgdc5169	LCSH	Scandinavia
fgdc5171	GNIS	New Hampshire
fgdc5172	GNIS	Hawaii
fgdc5173	LCSH	Europe
fgdc5174	GNIS	Indiana
fgdc5175	LCSH	Europe
fgdc5176	None	Anhui Province
fgdc5179	GNIS	Montana
fgdc5180	GNS	Germany
fgdc5182	GNIS	Idaho
fgdc5183	GNIS	Arizona
fgdc5189	GNIS	Kentucky
fgdc5190	GNIS	Oregon
fgdc5191	GNS	Australia
fgdc5191	LCSH	"Australia, Southeastern"
fgdc5194	GNIS	Arizona
fgdc5196	GNIS	Arkansas
fgdc5197	GNIS	Kansas
fgdc5198	LCSH	"Thames Tunnel (London, England)"
fgdc5200	GNIS	Rhode Island
fgdc5202	GNIS	Pennsylvania
fgdc5203	GNIS	Kentucky
fgdc5204	GNIS	Minnesota
fgdc5206	GNIS	Georgia
fgdc5209	GNIS	Vermont
fgdc5210	GNIS	New Mexico
fgdc5213	None	Canada
fgdc5216	LCSH	Europe
fgdc5221	GNIS	Mississippi
fgdc5224	GNIS	Louisiana
fgdc5225	GNS	Germany
fgdc5226	GNIS	Virginia
fgdc5227	GNIS	Massachusetts
fgdc5234	GNIS	Colorado
fgdc5243	GNIS	Idaho
fgdc5245	LCSH	United States
fgdc5247	GNIS	Alabama
fgdc5248	GNIS	Massachusetts
fgdc5249	GNIS	South Carolina
fgdc5254	GNIS	Florida
fgdc5255	GNIS	Massachusetts
fgdc5256	GNIS	Louisiana
fgdc5257	GNIS	Mississippi
fgdc5258	LCSH	Europe
fgdc5262	GNIS	South Carolina
fgdc5264	GNIS	Nevada
fgdc5265	GNIS	Utah
fgdc5268	GNIS	Missouri
fgdc5272	GNIS	Illinois
fgdc5273	GNIS	Kentucky
fgdc5274	GNIS	Arkansas
fgdc5277	GNIS	Michigan
fgdc5280	GNIS	New York
fgdc5280	LCSH	New York (State)
fgdc5282	GNIS	Arkansas
fgdc5283	GNIS	New Hampshire
fgdc5285	GNIS	Virginia
fgdc5288	GNIS	Texas
fgdc5289	GNS	Israel
fgdc5290	GNIS	California
fgdc5291	LCSH	New England
fgdc5295	GNIS	Arizona
fgdc5298	None	World
fgdc5299	LCSH	Europe
fgdc5301	GNIS	Kentucky
fgdc5302	GNIS	Kentucky
fgdc5303	GNS	Congo
fgdc5304	GNS	Afghanistan
fgdc5306	GNIS	Puerto Rico
fgdc5309	LCSH	Europe
fgdc5310	GNIS	Washington (State)
fgdc5311	LCSH	Europe
fgdc5312	LCSH	Europe
fgdc5314	GNIS	Idaho
fgdc5315	GNIS	New Jersey
fgdc5317	GNIS	Maine
fgdc5318	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5320	GNIS	Vermont
fgdc5322	GNIS	West Virginia
fgdc5323	GNIS	Maryland
fgdc5324	GNIS	South Dakota
fgdc5327	GNS	Egypt
fgdc5334	GNIS	Maine
fgdc5335	GNIS	Rhode Island
fgdc5336	LCSH	Canada
fgdc5337	GNIS	North Dakota
fgdc5338	GNIS	Wisconsin
fgdc5339	GNIS	Georgia
fgdc5341	LCSH	Europe
fgdc5345	GNIS	Colorado
fgdc5347	GNIS	Nebraska
fgdc5348	GNIS	Arizona
fgdc5349	GNIS	Michigan
fgdc5350	GNIS	Indiana
fgdc5352	GNIS	Georgia
fgdc5354	GNIS	Mississippi
fgdc5355	GNIS	Pennsylvania
fgdc5356	GNIS	South Carolina
fgdc5358	GNIS	Louisiana
fgdc5359	GNIS	Tennessee
fgdc5360	GNIS	Ohio
fgdc5361	GNIS	Massachusetts
fgdc5366	GNIS	Louisiana
fgdc5367	LCSH	United States
fgdc5370	GNIS	Louisiana
fgdc5371	GNIS	Kansas
fgdc5372	GNIS	Indiana
fgdc5373	LCSH	Europe
fgdc5376	GNIS	Rhode Island
fgdc5379	GNIS	Connecticut
fgdc5380	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5381	GNIS	Massachusetts
fgdc5382	GNIS	New Mexico
fgdc5383	GNIS	Wyoming
fgdc5384	GNIS	Washington (State)
fgdc5385	GNIS	Oregon
fgdc5386	None	Shandong Province
fgdc5389	GNIS	South Dakota
fgdc5390	GNIS	Maine
fgdc5392	GNIS	New Hampshire
fgdc5393	GNIS	Kansas
fgdc5395	LCSH	Europe
fgdc5397	GNIS	New Mexico
fgdc5398	LCSH	Middle Atlantic States
fgdc5399	None	Ch'ing-hai Province
fgdc5400	LCSH	Europe
fgdc5401	GNIS	Missouri
fgdc5402	GNIS	Oklahoma
fgdc5404	GNIS	Pennsylvania
fgdc5405	GNIS	Iowa
fgdc5407	GNIS	North Dakota
fgdc5409	GNIS	Washington (State)
fgdc5410	GNS	Libya
fgdc5411	GNIS	Florida
fgdc5412	GNIS	Kansas
fgdc5414	GNS	Botswana
fgdc5415	GNIS	California
fgdc5420	GNIS	Kentucky
fgdc5422	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5423	LCSH	Europe
fgdc5424	GNIS	Minnesota
fgdc5429	GNIS	Puerto Rico
fgdc5430	GNIS	Iowa
fgdc5431	GNIS	Connecticut
fgdc5434	None	World
fgdc5435	GNIS	Ohio
fgdc5436	GNIS	North Carolina
fgdc5437	GNIS	Rhode Island
fgdc5439	GNIS	Oregon
fgdc5442	None	World
fgdc5445	GNIS	Nevada
fgdc5446	GNS	Egypt
fgdc5447	GNS	Namibia
fgdc5449	LCSH	New England
fgdc5453	GNIS	North Dakota
fgdc5454	GNIS	Utah
fgdc5457	GNIS	New Mexico
fgdc5459	GNS	Burundi
fgdc5460	GNIS	Georgia
fgdc5463	GNIS	New York
fgdc5466	GNIS	Hawaii
fgdc5468	LCSH	Europe
fgdc5469	GNIS	Wisconsin
fgdc5471	GNIS	Colorado
fgdc5474	GNIS	Maryland
fgdc5477	GNIS	Connecticut
fgdc5479	GNIS	Montana
fgdc5481	GNIS	Vermont
fgdc5483	GNIS	Northern Mariana Islands
fgdc5485	GNIS	Vermont
fgdc5486	GNS	Mexico
fgdc5487	GNIS	Indiana
fgdc5489	GNIS	Iowa
fgdc5492	GNS	Israel
fgdc5495	GNS	Guinea-Bissau
fgdc5496	GNIS	Nebraska
fgdc5497	GNIS	Massachusetts
fgdc5501	GNIS	Arkansas
fgdc5502	GNIS	Louisiana
fgdc5504	GNIS	China
fgdc5505	None	Jiangsu Province
fgdc5506	None	World
fgdc5507	GNIS	Mississippi
fgdc5510	GNIS	Georgia
fgdc5511	GNIS	Texas
fgdc5514	GNIS	Arkansas
fgdc5515	LCSH	United States
fgdc5516	GNIS	Vermont
fgdc5517	GNIS	New Jersey
fgdc5518	None	Hubei Province
fgdc5519	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5520	GNIS	Colorado
fgdc5523	GNIS	Missouri
fgdc5524	GNS	Tanzania
fgdc5525	GNIS	Nebraska
fgdc5527	GNIS	Texas
fgdc5528	GNIS	Utah
fgdc5529	LCSH	Europe
fgdc5531	LCSH	United States
fgdc5533	GNIS	Massachusetts
fgdc5534	GNIS	Alabama
fgdc5536	GNIS	North Carolina
fgdc5537	GNIS	California
fgdc5539	GNIS	North Dakota
fgdc5540	None	World
fgdc5541	GNIS	Montana
fgdc5542	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	P'u-ch'eng
fgdc5543	GNIS	Massachusetts
fgdc5545	GNIS	Kentucky
fgdc5549	GNIS	Massachusetts
fgdc5552	GNIS	Indiana
fgdc5554	None	United States
fgdc5555	GNIS	Indiana
fgdc5557	GNIS	Oregon
fgdc5559	LCSH	Europe
fgdc5560	GNIS	California
fgdc5562	GNIS	Guam
fgdc5563	GNIS	Minnesota
fgdc5565	GNIS	Vermont
fgdc5568	GNIS	Maryland
fgdc5569	GNS	Israel
fgdc5570	GNIS	Alaska
fgdc5571	GNIS	North Dakota
fgdc5572	GNIS	Nevada
fgdc5575	GNIS	Florida
fgdc5577	LCSH	Europe
fgdc5578	GNIS	Illinois
fgdc5579	LCSH	Canada
fgdc5581	GNIS	West Virginia
fgdc5582	GNIS	Utah
fgdc5583	GNIS	Montana
fgdc5584	GNS	China
fgdc5586	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5587	LCSH	Europe
fgdc5588	GNIS	Washington (State)
fgdc5589	GNIS	Florida
fgdc5590	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc5591	GNIS	Hawaii
fgdc5592	GNIS	Rhode Island
fgdc5595	GNIS	Oklahoma
fgdc5596	GNIS	New Hampshire
fgdc5597	GNIS	South Dakota
fgdc5598	LCSH	Africa
fgdc5599	GNIS	Nebraska
fgdc5601	GNIS	Montana
fgdc5605	GNIS	Oklahoma
fgdc5606	GNIS	Indiana
fgdc5607	GNIS	Minnesota
fgdc5610	GNIS	Massachusetts
fgdc5612	GNIS	New York (State)
fgdc5613	None	Guizhou Province
fgdc5614	GNIS	Pennsylvania
fgdc5620	GNIS	Oregon
