layer_id	Themekey thesaurus	placekey value
fgdc6961	GNIS	North Dakota
fgdc6962	GNIS	West Virginia
fgdc6966	GNIS	New Mexico
fgdc6969	GNIS	New Jersey
fgdc6973	GNIS	West Virginia
fgdc6974	GNIS	Michigan
fgdc6975	LCSH	United States
fgdc6977	GNIS	Alabama
fgdc6978	GNIS	Kansas
fgdc6980	GNIS	Hawaii
fgdc6982	GNIS	Montana
fgdc6983	GNIS	New Hampshire
fgdc6985	GNIS	Arizona
fgdc6987	LCSH	Europe
fgdc6989	GNIS	Oregon
fgdc6990	GNIS	South Dakota
fgdc6993	GNIS	Idaho
fgdc6994	None	United States
fgdc6995	LCSH	United States
fgdc6997	GNS	Algeria
fgdc6999	GNIS	Washington
fgdc7001	GNIS	Arkansas
fgdc7003	GNIS	Delaware
fgdc7005	GNIS	Connecticut
fgdc7011	GNIS	New Jersey
fgdc7015	GNIS	Vermont
fgdc7018	GNIS	China
fgdc7019	GNIS	Washington (State)
fgdc7020	LCSH	South America
fgdc7024	GNIS	North Carolina
fgdc7027	GNIS	South Carolina
fgdc7028	GNIS	Arizona
fgdc7029	GNS	United States
fgdc7031	GNIS	Illinois
fgdc7032	GNIS	New Jersey
fgdc7035	LCSH	Europe
fgdc7036	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Ch'ang-t'ing
fgdc7038	GNIS	New Jersey
fgdc7039	LCSH	University of Oxford
fgdc7040	GNIS	New Jersey
fgdc7041	LCSH	United States
fgdc7043	LCSH	United States
fgdc7044	GNIS	Rhode Island
fgdc7045	None	United States
fgdc7049	GNIS	Arkansas
fgdc7053	None	World
fgdc7054	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7055	GNIS	Arizona
fgdc7056	LCSH	United States
fgdc7058	LCSH	Europe
fgdc7059	GNIS	South Carolina
fgdc7061	GNIS	Utah
fgdc7062	GNIS	Nebraska
fgdc7063	GNIS	Oklahoma
fgdc7065	GNIS	North Dakota
fgdc7066	GNIS	Vermont
fgdc7067	GNIS	Guam
fgdc7071	GNIS	Rhode Island
fgdc7072	GNIS	Kentucky
fgdc7073	LCSH	Mexico
fgdc7074	GNIS	Oregon
fgdc7076	GNIS	Wyoming
fgdc7077	GNIS	Idaho
fgdc7079	GNIS	Louisiana
fgdc7080	LCSH	Europe
fgdc7081	GNIS	South Dakota
fgdc7082	LCSH	Europe
fgdc7083	GNIS	Virginia
fgdc7084	GNIS	Hawaii
fgdc7086	GNIS	Pennsylvania
fgdc7091	GNIS	Wyoming
fgdc7092	GNIS	Ohio
fgdc7093	GNIS	Maine
fgdc7095	GNIS	South Dakota
fgdc7098	GNIS	Delaware
fgdc7100	GNIS	District of Columbia
fgdc7100	LCSH	Washington (D.C.)
fgdc7103	GNIS	Iowa
fgdc7104	GNS	Kenya
fgdc7105	None	World
fgdc7106	GNIS	Illinois
fgdc7109	GNS	Israel
fgdc7111	GNS (NGA)	China
fgdc7113	GNIS	North Dakota
fgdc7116	GNS	Egypt
fgdc7118	GNIS	Tennessee
fgdc7119	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7121	LCSH	Europe
fgdc7123	GNIS	Illinois
fgdc7124	GNIS	New Mexico
fgdc7126	GNIS	New Jersey
fgdc7127	GNIS	Washington (State)
fgdc7128	GNIS	Florida
fgdc7131	GNIS	Oregon
fgdc7132	GNIS	North Dakota
fgdc7133	GNS	Seychelles
fgdc7134	GNIS	South Carolina
fgdc7135	GNIS	Mississippi
fgdc7138	GNIS	Oklahoma
fgdc7140	GNIS	Connecticut
fgdc7143	GNIS	Alabama
fgdc7146	GNIS	Arizona
fgdc7149	GNS	South Africa
fgdc7152	GNS	Tanzania
fgdc7153	GNIS	West Virginia
fgdc7155	LCSH	Europe
fgdc7157	GNIS	South Dakota
fgdc7158	GNIS	Hawaii
fgdc7160	GNIS	Arizona
fgdc7161	GNIS	Kansas
fgdc7164	GNIS	Arkansas
fgdc7166	GNIS	Massachusetts
fgdc7167	GNIS	Colorado
fgdc7168	GNIS	Louisiana
fgdc7170	GNIS	Kansas
fgdc7171	GNS	Cuba
fgdc7174	GNIS	Vermont
fgdc7175	GNIS	Massachusetts
fgdc7176	GNIS	Virginia
fgdc7178	GNIS	Texas
fgdc7179	LCSH	Europe
fgdc7180	GNIS	Colorado
fgdc7181	GNIS	Massachusetts
fgdc7183	GNIS	South Dakota
fgdc7186	GNIS	Texas
fgdc7190	GNS	Mali
fgdc7191	GNIS	Kentucky
fgdc7192	GNIS	Alaska
fgdc7193	GNIS	Oklahoma
fgdc7197	GNIS	Mississippi
fgdc7198	GNIS	Massachusetts
fgdc7199	GNIS	Wisconsin
fgdc7201	GNIS	Illinois
fgdc7203	GNS	Atlantic Ocean
fgdc7203	LCSH	North America
fgdc7205	GNIS	Massachusetts
fgdc7206	None	United States
fgdc7209	GNIS	Minnesota
fgdc7211	LCSH	United States
fgdc7214	GNIS	New Jersey
fgdc7216	GNIS	Massachusetts
fgdc7217	GNIS	South Carolina
fgdc7218	GNIS	New Hampshire
fgdc7220	GNIS	Nevada
fgdc7226	GNS	Rwanda
fgdc7228	GNIS	Connecticut
fgdc7229	GNIS	South Dakota
fgdc7230	LCSH	Europe
fgdc7231	GNS	Israel
fgdc7232	GNIS	Rhode Island
fgdc7234	GNIS	Missouri
fgdc7235	GNIS	Texas
fgdc7239	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Yongjia
fgdc7239	None	Zhejiang Province
fgdc7240	GNIS	Maine
fgdc7242	GNIS	Northern Mariana Islands
fgdc7243	LCSH	North America
fgdc7244	GNS	North Sea
fgdc7246	GNIS	Utah
fgdc7247	GNIS	Arizona
fgdc7248	GNIS	Massachusetts
fgdc7249	None	Sichuan Province
fgdc7250	GNIS	New Jersey
fgdc7251	None	Shandong Province
fgdc7254	LCSH	Europe
fgdc7256	GNIS	Massachusetts
fgdc7259	GNIS	Idaho
fgdc7260	GNIS	Texas
fgdc7261	GNIS	Georgia
fgdc7262	GNIS	Maine
fgdc7264	GNIS	North Dakota
fgdc7265	GNIS	Nevada
fgdc7267	LCSH	United States
fgdc7268	GNIS	Texas
fgdc7269	GNIS	New York
fgdc7270	GNIS	New York
fgdc7274	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7275	GNIS	Tennessee
fgdc7276	GNIS	Minnesota
fgdc7277	GNS	United States
fgdc7279	GNIS	Montana
fgdc7281	GNIS	Massachusetts
fgdc7282	GNS	Israel
fgdc7284	LCSH	Africa
fgdc7285	GNIS	Colorado
fgdc7286	GNIS	Virginia
fgdc7289	GNIS	Idaho
fgdc7290	GNIS	New York (State)
fgdc7291	GNIS	Mississippi
fgdc7293	GNIS	Alabama
fgdc7294	GNIS	Oklahoma
fgdc7295	GNIS	Massachusetts
fgdc7296	GNIS	Michigan
fgdc7299	GNIS	West Virginia
fgdc7303	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7305	GNIS	Minnesota
fgdc7306	LCSH	Europe
fgdc7307	GNIS	Colorado
fgdc7309	GNIS	Maryland
fgdc7312	LCSH	Europe
fgdc7313	None	Europe
fgdc7314	GNIS	Minnesota
fgdc7316	None	Shandong Province
fgdc7317	GNIS	Wisconsin
fgdc7318	LCSH	United States
fgdc7319	GNIS	Pennsylvania
fgdc7322	GNIS	Wisconsin
fgdc7323	LCSH	United States
fgdc7324	LCSH	Europe
fgdc7325	GNS	United States
fgdc7326	GNIS	Indiana
fgdc7327	GNIS	New Mexico
fgdc7329	GNIS	Indiana
fgdc7331	GNIS	Utah
fgdc7332	GNIS	Missouri
fgdc7337	GNIS	Maine
fgdc7339	GNIS	Nevada
fgdc7341	None	United States
fgdc7342	LCSH	East Asia
fgdc7343	GNIS	Louisiana
fgdc7347	GNIS	Iowa
fgdc7348	GNIS	Wisconsin
fgdc7349	GNIS	Wyoming
fgdc7356	LCSH	Europe
fgdc7358	GNIS	Massachusetts
fgdc7359	GNIS	West Virginia
fgdc7363	GNIS	Northern Mariana Islands
fgdc7367	GNIS	Mississippi
fgdc7368	GNS	Germany
fgdc7369	LCSH	Canada
fgdc7370	LCSH	Europe
fgdc7372	GNIS	Minnesota
fgdc7373	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7374	GNIS	Arkansas
fgdc7375	GNIS	Northern Mariana Islands
fgdc7376	LCSH	"Africa, North"
fgdc7377	GNIS	Massachusetts
fgdc7378	LCSH	Canada
fgdc7379	GNIS	Colorado
fgdc7380	GNIS	Washington (State)
fgdc7382	GNIS	New York (State)
fgdc7383	GNIS	Connecticut
fgdc7384	GNIS	Kansas
fgdc7385	GNIS	Wyoming
fgdc7386	GNIS	Mississippi
fgdc7387	LCSH	Europe
fgdc7388	GNIS	Kansas
fgdc7390	GNIS	Ohio
fgdc7391	LCSH	United States
fgdc7393	GNS	Cuba
fgdc7398	GNIS	Pennsylvania
fgdc7399	GNIS	Massachusetts
fgdc7402	GNIS	Georgia
fgdc7404	GNIS	West Virginia
fgdc7407	GNIS	Ohio
fgdc7409	GNIS	Illinois
fgdc7410	GNIS	Georgia
fgdc7411	GNS	Rwanda
fgdc7412	GNS (NGA)	China
fgdc7421	GNIS	New Hampshire
fgdc7423	GNIS	Iowa
fgdc7425	GNS (NGA)	China
fgdc7426	GNIS	Nevada
fgdc7428	LCSH	Europe
fgdc7429	GNIS	Louisiana
fgdc7431	LCSH	Canada
fgdc7432	GNIS	Idaho
fgdc7434	GNIS	Colorado
fgdc7435	GNIS	Illinois
fgdc7436	None	Jiangsu Province
fgdc7438	GNS	Israel
fgdc7439	LCSH	New England
fgdc7440	GNIS	North Dakota
fgdc7443	GNIS	New Mexico
fgdc7445	GNIS	Vermont
fgdc7446	GNIS	Rhode Island
fgdc7449	GNIS	Alaska
fgdc7451	GNIS	Washington (State)
fgdc7454	LCSH	Mexico
fgdc7455	GNIS	Oklahoma
fgdc7460	GNIS	Florida
fgdc7461	GNIS	Utah
fgdc7463	GNS (NGA)	China
fgdc7464	GNIS	Oregon
fgdc7465	GNIS	Maine
fgdc7466	GNIS	Northern Mariana Islands
fgdc7467	LCSH	South Asia
fgdc7469	GNS	North Sea
fgdc7471	GNIS	Utah
fgdc7472	LCSH	New England
fgdc7474	GNIS	South Dakota
fgdc7475	GNIS	Connecticut
fgdc7478	GNIS	Montana
fgdc7480	GNIS	North Dakota
fgdc7483	GNIS	Kentucky
fgdc7485	None	Canada
fgdc7487	GNIS	Illinois
fgdc7488	LCSH	Europe
fgdc7489	LCSH	Europe
fgdc7494	GNIS	Mississippi
fgdc7496	GNIS	Mississippi
fgdc7498	GNIS	Washington (State)
fgdc7500	GNIS	Maryland
fgdc7501	GNIS	Mississippi
fgdc7502	GNIS	District Of Columbia
fgdc7502	None	Washington (D.C.)
fgdc7503	None	World
fgdc7504	GNIS	North Carolina
fgdc7505	GNIS	Indiana
fgdc7506	None	World
fgdc7507	GNIS	Kansas
fgdc7511	LCSH	Canada
fgdc7512	GNIS	Arkansas
fgdc7513	GNIS	Pennsylvania
fgdc7515	GNIS	Georgia
fgdc7516	None	Guangdong Province
fgdc7517	GNIS	Massachusetts
fgdc7520	GNIS	Louisiana
fgdc7521	GNIS	Ohio
fgdc7523	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7524	GNIS	Washington
fgdc7525	GNIS	Vermont
fgdc7529	None	United States
fgdc7530	GNIS	Tennessee
fgdc7532	GNS	Baltic Sea
fgdc7533	GNIS	Kansas
fgdc7534	GNIS	New York
fgdc7535	LCSH	"Europe, Central"
fgdc7537	GNIS	Louisiana
fgdc7538	GNIS	Texas
fgdc7540	GNIS	Virginia
fgdc7541	GNIS	Washington (State)
fgdc7543	GNIS	Virginia
fgdc7544	GNIS	Vermont
fgdc7545	LCSH	Europe
fgdc7546	GNIS	Iowa
fgdc7547	GNIS	Kentucky
fgdc7548	GNIS	Alaska
fgdc7549	GNIS	Hawaii
fgdc7551	GNS	Atlantic Ocean
fgdc7555	GNIS	Nebraska
fgdc7557	GNIS	Florida
fgdc7558	GNIS	Rhode Island
fgdc7559	None	United States
fgdc7560	GNIS	Alaska
fgdc7562	GNIS	Ohio
fgdc7563	GNIS	Rhode Island
fgdc7564	GNIS	Tennessee
fgdc7567	GNIS	Iowa
fgdc7568	GNIS	District of Columbia
fgdc7568	LCSH	Washington (D.C.)
fgdc7569	GNIS	Ohio
fgdc7571	GNIS	Wisconsin
fgdc7572	GNIS	Wisconsin
fgdc7574	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7575	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Lin-fen
fgdc7576	None	Guizhou Province
fgdc7578	GNIS	Wisconsin
fgdc7579	LCSH	United States
fgdc7581	GNIS	California
fgdc7584	LCSH	Mediterranean Region
fgdc7585	GNIS	Tennessee
fgdc7586	GNIS	South Dakota
fgdc7587	GNIS	Virginia
fgdc7588	GNIS	Alaska
fgdc7589	GNIS	Nebraska
fgdc7590	None	United States
fgdc7593	None	Guizhou Province
fgdc7597	GNIS	Iowa
fgdc7600	GNS (NGA)	China
fgdc7602	GNIS	Guam
fgdc7604	GNS	China
fgdc7605	GNIS	Alabama
fgdc7606	GNIS	Pennsylvania
fgdc7609	GNIS	South Carolina
fgdc7610	GNIS	Oregon
fgdc7614	GNIS	Rhode Island
fgdc7615	GNIS	Michigan
fgdc7616	GNIS	New Jersey
fgdc7618	GNIS	Wyoming
fgdc7620	GNIS	Oregon
fgdc7621	GNIS	Rhode Island
fgdc7623	GNIS	Illinois
fgdc7628	GNIS	Wyoming
fgdc7630	GNIS	Virginia
fgdc7631	GNIS	North Carolina
fgdc7632	GNIS	Wisconsin
fgdc7634	LCSH	United States
fgdc7637	GNIS	China
fgdc7638	GNIS	South Carolina
fgdc7641	GNIS	Kentucky
fgdc7642	GNIS	Florida
fgdc7644	GNIS	Georgia
fgdc7646	GNS (NGA)	China
fgdc7648	GNIS	Arkansas
fgdc7657	GNIS	Alabama
fgdc7658	GNIS	Illinois
fgdc7659	GNIS	New York (State)
fgdc7661	GNIS	Utah
fgdc7662	GNIS	Michigan
fgdc7663	GNIS	Colorado
fgdc7664	GNS	China
fgdc7666	GNIS	Montana
fgdc7667	GNIS	Tennessee
fgdc7668	LCSH	Europe
fgdc7671	GNIS	Colorado
fgdc7677	GNS	India
fgdc7680	GNIS	Missouri
fgdc7681	GNIS	Ohio
fgdc7682	GNIS	Alabama
fgdc7683	GNIS	Massachusetts
fgdc7687	GNIS	New Mexico
fgdc7688	GNIS	Alabama
fgdc7689	GNIS	California
fgdc7690	None	World
fgdc7692	GNIS	Indiana
fgdc7693	None	United States
fgdc7694	GNIS	Mississippi
fgdc7699	GNIS	North Dakota
fgdc7701	GNIS	Arizona
fgdc7703	GNIS	Massachusetts
fgdc7704	LCSH	Europe
fgdc7707	GNS	United States
fgdc7708	GNIS	Wisconsin
fgdc7709	GNS	Congo
fgdc7710	GNIS	Connecticut
fgdc7711	GNIS	Idaho
fgdc7713	LCSH	Europe
fgdc7719	GNIS	Wyoming
fgdc7720	GNIS	Florida
fgdc7721	GNIS	Georgia
fgdc7722	GNIS	Maryland
fgdc7723	GNIS	Maryland
fgdc7725	GNS	Congo
fgdc7726	GNIS	West Virginia
fgdc7727	GNIS	Puerto Rico
fgdc7728	GNIS	West Virginia
fgdc7729	GNIS	Washington (State)
fgdc7730	GNIS	Vermont
fgdc7732	GNIS	Oregon
fgdc7733	GNIS	North Carolina
fgdc7736	GNIS	Pennsylvania
fgdc7738	GNS	Rwanda
fgdc7739	GNIS	Alaska
fgdc7740	GNIS	Pennsylvania
fgdc7741	GNIS	New Hampshire
fgdc7743	GNIS	Wyoming
fgdc7744	GNIS	Connecticut
fgdc7745	GNIS	Nebraska
fgdc7750	GNIS	Idaho
fgdc7751	GNIS	Oregon
fgdc7752	GNIS	Rhode Island
fgdc7754	GNIS	New Hampshire
fgdc7756	GNIS	Idaho
fgdc7757	GNIS	California
fgdc7758	GNIS	Illinois
fgdc7760	GNIS	Indiana
fgdc7762	GNIS	Montana
fgdc7763	None	World
fgdc7766	GNIS	Missouri
fgdc7768	GNIS	North Carolina
fgdc7769	LCSH	South America
fgdc7770	None	Europe
fgdc7773	LCSH	Europe
fgdc7774	GNIS	Nebraska
fgdc7775	GNIS	South Carolina
fgdc7777	GNS	China
fgdc7778	LCSH	Europe
fgdc7779	GNIS	New Hampshire
fgdc7781	GNIS	Kentucky
fgdc7782	GNIS	New Hampshire
fgdc7783	GNIS	Maine
fgdc7784	GNIS	Pennsylvania
fgdc7785	GNIS	Nebraska
fgdc7788	GNIS	Iowa
fgdc7789	GNIS	Nevada
fgdc7791	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7796	GNS	Uganda
fgdc7797	GNIS	Alabama
fgdc7798	GNIS	Hawaii
fgdc7802	GNIS	Indiana
fgdc7803	GNIS	Florida
fgdc7809	GNIS	Montana
fgdc7810	GNIS	New Jersey
fgdc7811	GNIS	Virginia
fgdc7812	GNS	Germany
fgdc7813	GNS	Sao Tome and Principe
fgdc7815	GNS	Mexico
fgdc7816	LCSH	Europe
fgdc7818	GNIS	Indiana
fgdc7820	GNS	Somalia
fgdc7829	GNIS	Connecticut
fgdc7830	GNIS	Maryland
fgdc7831	GNIS	Indiana
fgdc7832	GNIS	Vermont
fgdc7837	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7841	GNIS	Illinois
fgdc7845	GNIS	Virginia
fgdc7846	GNIS	Hawaii
fgdc7847	LCSH	Europe
fgdc7850	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Ch'ih-ch'i
fgdc7850	None	Guangdong Province
fgdc7852	GNS	Egypt
fgdc7855	GNIS	Tennessee
fgdc7856	GNIS	Alaska
fgdc7857	GNIS	New Jersey
fgdc7859	GNIS	Virginia
fgdc7860	GNIS	Missouri
fgdc7861	GNS	China
fgdc7863	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7864	GNIS	Pennsylvania
fgdc7866	GNS	China
fgdc7867	GNIS	Alabama
fgdc7869	GNS	United States
fgdc7869	LCSH	North America
fgdc7870	GNIS	Oregon
fgdc7873	GNIS	California
fgdc7877	GNIS	Maryland
fgdc7878	GNIS	Hawaii
fgdc7883	GNIS	Mississippi
fgdc7884	LCSH	Europe
fgdc7886	LCSH	"Vietnam, Northern"
fgdc7887	GNS	Madagascar
fgdc7889	LCSH	United States
fgdc7891	LCSH	United States
fgdc7892	None	World
fgdc7893	GNIS	New York (State)
fgdc7894	GNIS	Georgia
fgdc7895	GNIS	New Mexico
fgdc7896	GNS	Sudan
fgdc7897	GNS (NIMA)	Canada
fgdc7898	GNIS	Oregon
fgdc7899	GNIS	Washington (State)
fgdc7901	GNIS	United States
fgdc7903	LCSH	South America
fgdc7904	GNIS	Arizona
fgdc7907	GNIS	Massachusetts
fgdc7908	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc7909	GNIS	Iowa
fgdc7912	GNIS	Wyoming
fgdc7916	GNIS	Kansas
fgdc7918	GNIS	District of Columbia
fgdc7918	LCSH	Washington (D.C.)
fgdc7920	GNIS	North Carolina
fgdc7921	GNIS	Florida
fgdc7924	GNIS	Texas
fgdc7925	GNIS	New Hampshire
fgdc7929	GNIS	Rhode Island
fgdc7930	GNIS	Michigan
fgdc7932	GNIS	Virginia
fgdc7935	GNIS	Delaware
fgdc7936	GNIS	Nevada
fgdc7937	GNIS	Iowa
fgdc7938	LCSH	Europe
fgdc7939	GNS	Egypt
fgdc7943	GNIS	Hawaii
fgdc7944	GNIS	District of Columbia
fgdc7944	None	Washington (D.C.)
fgdc7945	GNIS	Washington (State)
fgdc7946	GNIS	Louisiana
fgdc7949	LCSH	Europe
fgdc7950	LCSH	Europe
fgdc7951	GNIS	Mississippi
fgdc7954	GNIS	Texas
fgdc7955	GNS	China
fgdc7959	GNIS	Nebraska
fgdc7960	GNIS	New Hampshire
fgdc7962	GNIS	South Dakota
fgdc7963		Northern Mariana Islands
fgdc7964	GNIS	Puerto Rico
fgdc7965	GNIS	Guam
fgdc7967	GNIS	Rhode Island
fgdc7968	LCSH	Canada
fgdc7971	GNIS	Mississippi
fgdc7974	None	Europe
fgdc7975	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Heng-yang
fgdc7975	None	Jiangxi Province
fgdc7976	GNIS	North Carolina
fgdc7977	LCSH	Europe
fgdc7978	GNIS	Hawaii
fgdc7979	GNIS	Idaho
fgdc7981	GNIS	Washington (State)
fgdc7982	GNIS	Nevada
fgdc7987	GNIS	Mississippi
fgdc7990	GNS	Eritrea
fgdc7991	GNIS	American Samoa
fgdc7992	GNIS	Illinois
fgdc7996	GNIS	Idaho
fgdc7997	LCSH	East (U.S.)
fgdc7998	GNIS	North Carolina
fgdc7999	LCSH	United States
fgdc8000	GNIS	New York
fgdc8001	GNIS	Massachusetts
fgdc8002	LCSH	Southeast Asia
fgdc8004	GNS	China
fgdc8005	GNIS	Oklahoma
fgdc8006	LCSH	Canada
fgdc8007	GNIS	New Hampshire
fgdc8012	GNIS	Tennessee
fgdc8013	GNS	Congo
fgdc8014	GNIS	Arizona
fgdc8015	GNIS	Nevada
fgdc8016	GNIS	Illinois
fgdc8018	GNIS	Colorado
fgdc8019	None	World
fgdc8020	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8022	GNIS	Missouri
fgdc8024	GNIS	Kansas
fgdc8027	GNIS	Vermont
fgdc8028	GNIS	Florida
fgdc8029	GNIS	Nebraska
fgdc8030	LCSH	North America
fgdc8034	GNIS	Massachusetts
fgdc8036	GNIS	Washington (State)
fgdc8038	LCSH	Canada
fgdc8040	GNIS	Massachusetts
fgdc8043	GNIS	Georgia
fgdc8044	GNIS	Massachusetts
fgdc8046	None	United States
fgdc8048	GNIS	North Carolina
fgdc8049	GNIS	Washington (State)
fgdc8051	GNIS	Wyoming
fgdc8054	None	United States
fgdc8056	GNIS	Georgia
fgdc8058	GNIS	Arkansas
fgdc8059	GNIS	Tennessee
fgdc8061	GNIS	Colorado
fgdc8062	GNIS	Delaware
fgdc8064	GNIS	Georgia
fgdc8066	GNIS	Wisconsin
fgdc8067	GNS	United States
fgdc8068	GNIS	New York
fgdc8068	LCSH	New York (State)
fgdc8069	LCSH	Europe
fgdc8070	GNIS	Michigan
fgdc8072	GNS	Ghana
fgdc8074	GNIS	Oregon
fgdc8075	GNIS	Washington (State)
fgdc8077	GNIS	Illinois
fgdc8078	GNIS	Mississippi
fgdc8080	GNIS	Texas
fgdc8082	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8084	GNIS	Nevada
fgdc8086	GNIS	Maine
fgdc8087	GNIS	Pennsylvania
fgdc8088	GNIS	Alaska
fgdc8090	GNS	China
fgdc8092	GNIS	Utah
fgdc8093	GNIS	New Hampshire
fgdc8096	GNIS	Louisiana
fgdc8098	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8099	GNIS	Wyoming
fgdc8100	GNIS	Alabama
fgdc8101	GNIS	New Mexico
fgdc8102	GNS	United States
fgdc8102	LCSH	North America
fgdc8104	GNIS	Maryland
fgdc8105	GNIS	New Mexico
fgdc8107	LCSH	Europe
fgdc8108	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8113	GNIS	Missouri
fgdc8114	GNIS	Iowa
fgdc8116	LCSH	Europe
fgdc8118	GNIS	Washington
fgdc8123	LCSH	United States
fgdc8124	GNIS	China
fgdc8128	GNIS	Wyoming
fgdc8131	None	Shandong Province
fgdc8132	GNIS	California
fgdc8135	GNIS	Mississippi
fgdc8136	GNIS	Rhode Island
fgdc8138	GNIS	Connecticut
fgdc8142	GNIS	Minnesota
fgdc8145	LCSH	Europe
fgdc8148	GNIS	Alaska
fgdc8149	GNIS	Vermont
fgdc8151	GNIS	Utah
fgdc8152	GNIS	Oregon
fgdc8153	LCSH	United States
fgdc8154	GNIS	Arizona
fgdc8156	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Shao-yang
fgdc8157	GNIS	Delaware
fgdc8158	LCSH	North America
fgdc8159	GNIS	South Dakota
fgdc8163	GNIS	Texas
fgdc8165	GNIS	North Dakota
fgdc8166	GNIS	Virginia
fgdc8167	GNIS	North Carolina
fgdc8168	GNS	Libya
fgdc8169	GNIS	Nevada
fgdc8170	GNIS	Iowa
fgdc8175	GNIS	Virginia
fgdc8177	GNIS	Kentucky
fgdc8178	GNIS	Nebraska
fgdc8179	GNIS	Rhode Island
fgdc8181	GNIS	New Hampshire
fgdc8182	LCSH	Europe
fgdc8183	GNIS	Arizona
fgdc8184	GNIS	New Mexico
fgdc8185	GNIS	Ohio
fgdc8186	GNIS	New Mexico
fgdc8187	GNIS	Pennsylvania
fgdc8188	LCSH	Mexico
fgdc8189	GNIS	Connecticut
fgdc8190	GNIS	Texas
fgdc8192	LCSH	United States
fgdc8193	GNIS	North Dakota
fgdc8196	LCSH	New England
fgdc8200	world-wide	Global
fgdc8201	GNIS	Kentucky
fgdc8202	GNIS	Massachusetts
fgdc8203	GNIS	Virginia
fgdc8204	GNIS	Idaho
fgdc8205	GNIS	Idaho
fgdc8206	GNIS	Pennsylvania
fgdc8207	GNIS	Missouri
fgdc8209	LCSH	Europe
fgdc8210	LCSH	"Africa, North"
fgdc8212	GNIS	Alaska
fgdc8213	None	United States
fgdc8214	GNIS	Arkansas
fgdc8215	LCSH	Europe
fgdc8216	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8218	GNIS	Alabama
fgdc8219	GNIS	Wyoming
fgdc8220	GNS	Israel
fgdc8222	GNIS	North Carolina
fgdc8223	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8226	GNIS	Maine
fgdc8229	GNIS	Hawaii
fgdc8231	GNIS	Massachusetts
fgdc8233	GNIS	Wyoming
fgdc8234	GNIS	Massachusetts
fgdc8235	GNIS	Connecticut
fgdc8236	LCSH	Europe
fgdc8238	GNIS	New Jersey
fgdc8239	GNIS	Idaho
fgdc8242	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8244	GNIS	Utah
fgdc8245	None	United States
fgdc8246	GNS	Burundi
fgdc8247	GNIS	Massachusetts
fgdc8249	LCSH	Europe
fgdc8251	GNS	Mexico
fgdc8252	GNIS	Colorado
fgdc8253	GNIS	Massachusetts
fgdc8254	GNS	Germany
fgdc8256	GNIS	New Mexico
fgdc8258	None	Sichuan Province
fgdc8261	GNIS	Minnesota
fgdc8263	LCSH	Europe
fgdc8266	GNIS	Alaska
fgdc8268	GNIS	West Virginia
fgdc8270	LCSH	Canada
fgdc8271	GNIS	New Jersey
fgdc8272	GNIS	Texas
fgdc8273	GNIS	Maryland
fgdc8275	GNIS	Alabama
fgdc8276	GNIS	Oklahoma
fgdc8281	LCSH	United States
fgdc8282	GNIS	Utah
fgdc8283	GNIS	Nevada
fgdc8286	GNIS	Florida
fgdc8289	GNIS	Oregon
fgdc8290	GNIS	Montana
fgdc8298	GNIS	Connecticut
fgdc8299	GNIS	California
fgdc8300	GNS	Maldives
fgdc8302	GNIS	District of Columbia
fgdc8302	None	Washington (D.C.)
fgdc8303	GNIS	Illinois
fgdc8310	GNIS	Missouri
fgdc8311	GNIS	Nevada
fgdc8312	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	I-ch'ang
fgdc8312	None	Hubei Province
fgdc8313	GNIS	Kentucky
fgdc8314	GNIS	Nevada
